,,weekday,holiday,rush hour,accident,construction,match,concert,festival,weather,temperature,humidity,precipitation,wind-speed,wind-direction,solar-radiation,Ginza-Line・inbound,Ginza-Line・outbound,Chiyoda-Line・inbound,Chiyoda-Line・outbound,Nanboku-Line・inbound,Nanboku-Line・outbound,Marunouchi-Line・inbound,Marunouchi-Line・outbound,delay
,8:00~9:00,1,0,1,0,0,0,0,0,2,28.3,81,0,2.7,9,0.89,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,28.4,81,0,4.3,9,0.72,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,29.1,77,0,5,8,1.08,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,30.1,71,0,3.8,9,2.07,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,4,28.7,79,0,4.3,9,1.14,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,4,28.6,82,0,3.5,8,1.42,2,2,2,2,4,3,3,3,0
,14:00~15:00,1,0,0,0,1,0,0,0,4,28.2,81,0,4.5,8,1.08,2,2,2,2,4,3,3,3,0
,15:00~16:00,1,0,0,0,1,0,0,0,4,27.4,90,0,2.6,8,0.6,2,2,2,2,4,3,3,3,0
,16:00~17:00,1,0,0,0,1,0,0,0,4,27,92,0,3.2,8,0.32,2,2,2,2,4,3,3,3,1
,17:00~18:00,1,0,0,0,1,0,0,0,4,26.4,90,0,3.5,8,0.17,2,2,2,2,4,3,3,3,1
,18:00~19:00,1,0,1,0,0,0,0,0,2,26.6,88,0,2.8,10,0.2,3,3,3,3,5,3,4,3,1
,19:00~20:00,1,0,1,0,0,0,0,0,2,26.5,88,0,2.2,9,0.05,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,26,91,0,1.8,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,26.6,87,0,2,9,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,26.6,86,0,1.4,9,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,26.4,89,0,1.7,10,0,1,1,1,1,1,1,1,1,0
2022.07.20,0:00~1:00,1,0,0,0,0,0,0,0,2,26,90,0,1.7,13,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,26.1,90,0,1.4,14,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,26.4,89,0,2,14,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,26.4,88,0,1.9,0,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,25.6,92,0,0.5,13,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,24.9,97,0,1.1,9,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,25.9,92,0,1.9,13,0.16,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,27.7,84,0,1.4,11,0.76,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,29.4,73,0,2.6,12,1.45,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,1,31.1,56,0,5.5,14,1.85,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,1,31.6,52,0,5.9,14,2.11,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,1,33,47,0,4.9,14,2.47,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,32.9,44,0,7.1,14,3,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,33,46,0,6.4,14,2.41,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,33.5,44,0,3.6,15,2.72,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,1,33.9,45,0,5.3,14,1.67,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,1,33.6,42,0,4.6,14,1.09,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,1,32.2,44,0,2.9,14,0.45,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,1,32.1,42,0,2.5,0,0.12,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,1,31.8,43,0,1.5,1,0,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,1,29.6,60,0,3.3,6,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,1,29,64,0,4.1,6,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,1,28.5,66,0,2.2,6,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,1,26.9,76,0,1.8,7,0,1,1,1,1,1,1,1,1,0
2022.07.21,0:00~1:00,1,0,0,0,0,0,0,0,1,27.3,72,0,3.2,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,26.4,75,0,1.6,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,26.6,74,0,2.2,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,26.3,72,0,2.4,13,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,25.3,75,0,1.1,14,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,25.2,79,0,1.1,8,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,26.3,76,0,1.6,14,0.14,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,27.3,77,0,1.7,12,0.59,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,28.4,68,0,1,11,1.32,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,1,29.9,63,0,3.1,6,1.91,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,1,30.7,62,0,5.6,6,2.42,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,1,30.8,59,0,4.7,7,2.72,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,1,31.7,61,0,4.1,8,2.8,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,1,31.7,62,0,5.4,7,2.4,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,1,31.5,60,0,5.5,7,2.96,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,1,30.3,67,0,6.5,7,2,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,1,29.4,71,0,4,7,0.67,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,1,28.8,74,0,6.9,8,0.27,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,4,26.7,87,0,5,7,0.09,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,4,26.9,85,0,5.4,7,0.02,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,4,27,86,0,3.7,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,27,87,0,5.4,7,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,26.9,88,0,4.6,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,26.9,87,0,5.7,8,0,1,1,1,1,1,1,1,1,0
2022.07.22,0:00~1:00,1,0,0,0,0,0,0,0,1,26.9,89,0,3.6,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,1,26.8,90,0,4.7,7,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,1,26.5,90,0,4.1,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,1,26.3,90,0,4.3,7,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,1,26.3,90,0,4.4,7,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,1,26.4,87,0,5.4,7,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,26.8,86,0,4.8,7,0.26,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,27.9,83,0,5,8,0.66,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,29.5,77,0,4.2,8,1.16,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,27.6,84,0,5,6,0.46,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,0,0,0,0,2,26.3,97,1.5,5.4,7,0.13,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,28.7,96,0,4.7,8,0.7,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,29.7,84,0,3.1,7,1.71,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,31.3,74,0,4,8,2.63,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,32.5,71,0,4.4,7,3.04,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,1,31.7,66,0,4.1,7,2.46,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,1,31.8,69,0,5.3,7,2.04,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,1,30.5,70,0,4.6,7,1.35,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,1,29.3,74,0,4.2,7,0.65,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,1,28.3,75,0,2.3,7,0.12,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,1,27.5,80,0,4,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,1,27.3,81,0,4.1,7,0,2,2,2,2,4,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,1,27.5,78,0,3.9,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,1,27.2,78,0,4.7,8,0,1,1,1,1,1,1,1,1,0
2022.07.23,0:00~1:00,0,1,0,0,0,0,0,0,1,26.5,80,0,2.7,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,1,26.5,81,0,3.3,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,1,26.4,81,0,3.5,9,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,1,26.3,81,0,2.6,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,1,25.5,85,0,1.1,10,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,1,25.1,89,0,1.2,9,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,26.3,89,0,0.9,12,0.2,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,26.8,87,0,1.5,15,0.25,3,3,4,4,4,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,27.8,82,0,1.6,11,0.88,4,4,5,5,4,3,4,2,1
,9:00~10:00,0,1,0,0,1,0,0,0,1,29.5,76,0,1.1,12,1.7,3,3,4,4,4,3,4,2,1
,10:00~11:00,0,1,0,0,1,0,0,0,1,30,68,0,0.9,8,1.63,2,2,3,3,4,2,2,2,1
,11:00~12:00,0,1,0,0,1,0,0,0,1,33.6,67,0,2.2,6,2.8,2,2,2,2,3,2,2,2,1
,12:00~13:00,0,1,0,0,1,0,0,0,1,32.4,66,0,3.9,8,3.08,2,2,2,2,3,2,2,2,1
,13:00~14:00,0,1,0,0,1,0,0,0,1,31.7,59,0,5.1,7,3.32,2,2,2,2,3,2,2,2,1
,14:00~15:00,0,1,0,0,1,0,0,0,1,32.2,56,0,4.7,6,3.06,2,2,2,2,3,2,2,2,1
,15:00~16:00,0,1,0,0,1,0,0,0,1,32.6,57,0,4.5,7,2.6,2,2,2,2,3,2,2,2,1
,16:00~17:00,0,1,0,0,1,0,0,0,1,31.6,58,0,4,7,1.84,2,2,2,2,3,2,2,2,1
,17:00~18:00,0,1,0,0,1,0,0,0,1,30.7,62,0,3.5,8,1.05,2,2,2,2,4,3,3,3,1
,18:00~19:00,0,1,0,0,0,0,0,0,1,30.1,59,0,2.7,8,0.52,3,3,3,3,5,3,4,3,1
,19:00~20:00,0,1,0,0,0,0,0,0,1,28.6,66,0,3.2,8,0.08,2,2,2,2,5,3,4,3,1
,20:00~21:00,0,1,0,0,0,0,0,0,1,28,71,0,2.7,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,2,27.5,77,0,1.9,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,2,27.1,80,0,2.9,7,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,2,26.5,82,0,1.9,7,0,1,1,1,1,1,1,1,1,0
2022.07.24,0:00~1:00,0,1,0,0,0,0,0,0,1,25.7,86,0,2.2,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,1,25.7,86,0,1.3,6,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,1,25.4,88,0,1.4,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,1,25.1,89,0,0.5,9,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,1,26.6,92,0,2.1,15,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,1,25.6,85,0,2.1,14,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,1,25.9,84,0,2.2,15,0.22,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,1,27.2,83,0,1.3,1,0.73,3,3,4,4,4,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,1,27.1,77,0,1.1,9,0.98,4,4,5,5,4,3,4,2,0
,9:00~10:00,0,1,0,0,1,0,0,0,2,29.1,69,0,1.4,11,2.13,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,1,0,0,0,2,29.7,66,0,3,6,1.84,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,1,0,0,0,2,30.9,62,0,3.8,7,2.52,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,1,32.2,58,0,6,6,3.49,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,1,31.7,57,0,6,6,3.18,2,2,2,2,3,2,2,2,0
,14:00~15:00,0,1,0,0,1,0,0,0,1,31.8,63,0,6.2,7,2.6,2,2,2,2,3,2,2,2,0
,15:00~16:00,0,1,0,0,1,0,0,0,1,31,65,0,4.9,7,2.56,2,2,2,2,3,2,2,2,0
,16:00~17:00,0,1,0,0,1,0,0,0,1,31.1,59,0,3.9,8,1.8,2,2,2,2,3,2,2,2,0
,17:00~18:00,0,1,0,0,1,0,0,0,1,30.1,64,0,4.2,8,1.3,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,0,0,0,1,28.9,69,0,3.8,8,0.54,3,3,3,3,5,3,4,3,0
,19:00~20:00,0,1,0,0,0,0,0,0,1,27.8,76,0,3.2,7,0.08,2,2,2,2,5,3,4,3,0
,20:00~21:00,0,1,0,0,0,0,0,0,1,27.3,78,0,2.7,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,1,27.4,72,0,4.2,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,1,27,75,0,3.9,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,1,27,73,0,4.2,8,0,1,1,1,1,1,1,1,1,0
2022.07.25,0:00~1:00,1,0,0,0,0,0,0,0,1,27,73,0,3.5,9,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,1,26.8,74,0,4.1,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,1,26.2,76,0,4.3,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,1,25.8,78,0,4.1,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,1,26.1,77,0,3.8,8,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,1,25.8,79,0,2.9,9,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,1,26.5,78,0,3.5,8,0.34,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,1,28,70,0,3.1,9,0.98,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,1,30.2,63,0,3.2,8,1.65,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,1,31.5,53,0,3.4,8,2.28,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,1,31.9,56,0,3.6,7,2.75,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,1,32.2,61,0,5.2,7,3.08,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,1,32.3,66,0,5.5,7,3.23,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,1,31.4,68,0,5.7,7,3.17,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,1,32,68,0,6.1,6,1.96,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,1,32.5,67,0,5.3,7,2.42,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,1,32,69,0,6,6,2.16,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,1,30.4,75,0,3.9,7,1.3,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,2,29,81,0,3.6,7,0.36,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,2,28.7,82,0,3.2,8,0.03,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,28.4,80,0,4.5,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,28.3,83,0,3.5,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,28.2,83,0,3,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,27.9,86,0,3.5,8,0,1,1,1,1,1,1,1,1,0
2022.07.26,0:00~1:00,1,0,0,0,0,0,0,0,4,27.7,86,0,4.4,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,4,27.2,88,0,4.7,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,4,27.3,87,0,2.4,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,4,27.1,89,0,1.6,7,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,4,26.2,95,0.5,3.5,9,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,4,26,99,1,2.3,9,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,4,25.8,100,7,2.5,7,0.02,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,4,25.9,100,2,2.8,8,0.06,3,3,4,4,5,3,4,2,1
,8:00~9:00,1,0,1,0,0,0,0,0,4,25.7,100,4,3.1,9,0.15,4,4,5,5,5,3,4,2,1
,9:00~10:00,1,0,0,0,0,0,0,0,4,25.6,99,5,4.2,9,0.11,3,3,4,4,4,3,4,2,1
,10:00~11:00,1,0,0,0,0,0,0,0,4,25.6,100,12.5,2.9,9,0.08,2,2,3,3,4,2,2,2,1
,11:00~12:00,1,0,0,0,0,0,0,0,4,25.6,100,2.5,5.8,8,0.08,2,2,2,2,3,2,2,2,1
,12:00~13:00,1,0,0,0,0,0,0,0,4,25.6,100,3,1.4,9,0.13,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,0,0,0,0,4,26,99,3,1.9,10,0.18,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,26.6,98,4.5,4.4,8,0.55,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,28.2,90,0.5,3,8,1.45,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,27.6,89,0,3.9,9,1.14,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,27.5,91,0,3.2,8,0.34,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,2,27.5,90,0,2.8,8,0.3,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,2,27.5,89,0,4.3,8,0.04,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,27.1,90,0,5.6,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,26.9,91,0,3.7,8,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,26.7,92,0,4.5,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,26.9,91,0,3,7,0,1,1,1,1,1,1,1,1,0
2022.07.27,0:00~1:00,1,0,0,0,0,0,0,0,2,27,89,0,4.4,9,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,26.7,89,0,4.8,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,26.6,89,0,3.9,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,26.6,89,0,4.4,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,26.7,87,0,4.3,8,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,26.5,86,0,4.3,8,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,26.8,84,0,4.1,8,0.19,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,28.2,80,0,4,8,0.89,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,29.3,72,0,4.7,8,1.47,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,1,30.6,71,0,7.2,8,2.01,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,1,31.8,70,0,4.7,8,2.85,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,1,31.8,67,0,6.3,7,3.2,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,32.8,66,0,4.8,9,3.32,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,32.5,62,0,4.3,8,2.95,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,32.8,62,0,5.8,8,2.97,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,32,66,0,6.2,9,2.34,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,32.4,67,0,4.9,8,1.66,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,31,68,0,5.4,8,1.46,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,1,29.8,73,0,4.9,8,0.58,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,1,29.3,75,0,3.1,8,0.09,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,1,28.6,77,0,5.7,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,1,28.3,78,0,5.8,8,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,1,28.1,77,0,4.1,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,1,27.7,83,0,4.8,8,0,1,1,1,1,1,1,1,1,0
2022.07.28,0:00~1:00,1,0,0,0,0,0,0,0,1,27.5,86,0,3.9,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,1,27.3,85,0,4.9,9,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,1,27,86,0,4,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,1,27,86,0,2,9,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,1,26.1,88,0,3.1,8,0.01,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,1,26.3,88,0,2.7,9,0.24,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,1,26.7,86,0,2,9,0.76,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,1,28.1,82,0,2.9,8,1.41,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,1,28.7,79,0,2.5,9,1.68,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,1,29.7,74,0,3.7,7,1.76,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,1,30.8,72,0,2.3,8,2.28,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,1,31.3,73,0,5.1,7,2.9,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,1,32.2,70,0,4,6,3.08,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,1,32.6,67,0,6.1,6,1.88,2,2,2,2,3,2,2,2,0
