Drying_days,roaster_time,roaster_temperature,coca_melting_temperature,coca_melting_time,coca_melting_rotate_speed,Sugar_Mixer_temperature,Sugar_Mixer_rotate_speed,Sugar_Mixer_time,Conching_time,conching_temperature,conching_rotate_speed,pump1_temperature,pump1_pressure,pump1_Flow_rate,melting_tank_temperature,melting_tank_time,pump2_temperature,pump2_pressure,pump2_Flow_rate,tempering_machine_temperature,tempering_machine_time,tempering_machine_rotate_speed,pump3_temperature,pump3_pressure,pump3_Flow_rate,moulding_machine_temperature,moulding_machine_time,sweetness,color,hardness,glossiness,shape,bitterness,passed,roaster_failure,Cocoa_Butter_Melting_Tank_failure,Sugar_Mixer_failure,Conching_failure,Pump1_failure,Melting_Tank_failure,Pump2_failure,Tempering_Machine_failure,Pump3_failure,moulding_machine_failure,
2,20,139,47,32,47,46,440,24,208,55,67,58,64,31,53,29,55,71,31,48,41,39,57,62,31,8,28,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,21,139,50,28,50,47,423,23,273,65,61,63,78,32,47,30,60,71,32,50,45,38,60,65,32,9,30,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,19,139,46,37,46,46,435,24,192,52,69,53,50,30,51,29,53,68,31,47,39,41,57,61,31,8,27,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
2,21,140,51,39,51,47,369,24,292,69,67,68,69,32,53,30,62,63,32,51,46,40,56,66,32,9,31,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,20,140,52,27,52,48,366,23,312,72,51,51,56,33,49,31,63,75,33,51,48,43,61,67,33,10,31,2,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
5,20,140,53,32,53,48,354,24,325,74,56,66,80,33,51,31,64,64,33,52,48,40,62,68,33,10,32,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
2,19,140,50,30,50,47,403,23,267,64,54,69,77,32,51,30,60,75,32,50,45,40,59,65,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,19,140,49,36,49,47,403,25,260,63,56,57,74,32,54,30,59,66,32,50,44,39,61,65,32,9,30,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,20,138,52,26,52,48,350,26,312,72,66,68,76,33,52,31,63,65,33,51,47,41,59,67,33,10,31,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
4,20,141,55,26,55,49,351,25,358,80,54,52,78,34,54,32,72,77,34,55,54,41,58,72,34,11,35,3,4,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,
4,21,138,49,27,49,47,431,27,243,61,63,68,55,31,47,30,58,61,32,49,43,39,58,64,32,9,29,3,2,2,3,3,2,1,0,1,1,1,1,1,0,1,0,1,
6,19,139,52,32,52,47,378,26,300,70,60,55,67,33,54,30,62,74,32,51,47,38,64,66,32,9,31,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,22,141,50,27,50,47,448,26,274,66,57,59,75,32,55,30,60,65,32,50,45,40,58,65,32,9,30,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
3,19,141,54,32,54,48,360,23,334,76,62,63,54,33,46,31,65,70,33,52,49,46,56,68,33,10,32,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
5,20,140,54,28,54,49,396,23,350,78,55,67,62,34,51,32,68,69,34,53,51,43,59,70,34,11,33,2,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
2,20,140,55,36,55,49,402,24,351,79,56,65,58,34,54,32,68,74,34,53,52,40,63,70,34,11,33,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
3,21,140,52,31,52,48,421,25,305,71,58,59,53,33,51,31,63,77,33,51,47,40,62,67,33,10,31,3,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,1,
6,19,141,53,27,53,48,415,25,326,74,59,64,72,33,49,31,64,74,33,52,49,38,59,68,33,10,32,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
5,21,140,50,29,50,47,368,27,272,65,68,60,70,32,48,30,60,69,32,50,45,40,56,65,32,9,30,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,20,139,47,37,47,46,427,25,220,57,68,65,72,31,50,29,56,68,31,48,42,40,61,63,31,8,28,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,21,139,55,31,55,49,410,24,354,79,68,63,72,34,47,32,69,68,34,54,52,36,61,70,34,11,34,3,3,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,
4,21,139,55,35,55,49,407,27,356,79,60,57,58,34,46,32,70,72,34,54,53,42,58,71,34,11,34,2,4,4,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
4,20,139,53,28,53,48,352,25,328,75,70,70,53,33,45,31,65,72,33,52,49,41,60,68,33,10,32,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
6,19,138,47,25,47,46,409,24,210,55,63,59,51,31,51,29,55,68,31,48,41,41,62,62,31,8,28,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,21,142,54,26,54,49,387,27,348,78,58,59,67,34,49,32,68,65,34,53,51,41,63,70,34,11,33,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,
3,20,140,49,31,49,47,419,23,253,62,58,51,52,32,45,30,59,66,32,50,44,42,61,64,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,19,140,46,38,46,45,430,26,189,52,54,65,57,30,50,28,52,69,30,47,38,38,59,60,30,7,27,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,19,140,53,31,53,48,423,25,318,73,67,53,74,33,46,31,64,70,33,51,48,44,61,67,33,10,31,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
5,20,138,53,35,53,48,422,25,323,74,66,57,61,33,54,31,64,67,33,52,48,40,61,67,33,10,32,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
2,20,140,50,35,50,47,420,26,270,65,56,65,74,32,45,30,60,70,32,50,45,41,59,65,32,9,30,2,2,2,4,4,1,1,0,0,1,0,0,0,0,1,0,1,
3,21,140,49,27,49,47,401,24,243,61,65,62,76,31,53,30,58,71,32,49,43,40,62,64,32,9,29,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
5,21,139,55,28,55,49,410,26,352,79,52,62,58,34,54,32,68,69,34,53,52,35,58,70,34,11,33,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
3,20,138,45,29,45,45,440,24,188,51,56,54,78,30,54,28,51,73,30,47,38,42,59,60,30,7,27,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,21,143,48,34,48,46,380,25,227,58,54,55,57,31,46,29,57,69,31,49,42,40,63,63,31,8,29,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,20,140,45,27,45,45,447,25,187,51,64,58,59,30,50,28,51,70,30,46,38,42,58,60,30,7,26,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,19,139,50,26,50,47,375,24,269,65,54,66,67,32,53,30,60,67,32,50,45,41,57,65,32,9,30,3,2,2,3,4,2,1,0,0,1,0,0,1,0,1,0,1,
4,23,140,52,28,52,47,413,25,298,70,62,67,61,33,51,30,62,62,32,51,47,41,60,66,32,9,31,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
2,21,140,50,33,50,47,373,24,278,66,62,60,77,32,54,30,61,73,32,50,45,40,61,65,32,9,30,1,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,20,138,53,32,53,48,403,24,317,73,64,51,66,33,54,31,64,59,33,51,48,40,60,67,33,10,31,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
2,19,140,49,31,49,47,385,25,254,62,63,54,72,32,46,30,59,67,32,50,44,39,58,64,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,21,139,51,36,51,47,393,25,288,68,69,60,66,32,48,30,61,68,32,51,46,38,59,66,32,9,31,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,20,139,50,35,50,47,438,25,274,66,62,65,58,32,51,30,60,75,32,50,45,40,57,65,32,9,30,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,20,140,46,39,46,46,380,27,193,52,58,53,75,30,50,29,53,69,31,47,39,38,59,61,31,8,27,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,20,141,54,32,54,48,360,23,341,77,67,52,57,34,46,31,66,69,33,53,50,39,62,69,33,10,33,1,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
5,20,140,53,36,53,48,448,24,330,75,69,55,70,33,47,31,65,71,33,52,49,38,59,68,33,10,32,2,3,3,4,4,2,1,0,0,1,0,0,0,0,0,0,0,
4,20,139,50,28,50,47,427,25,274,66,64,54,63,32,47,30,60,73,32,50,45,41,60,65,32,9,30,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,20,141,52,34,52,47,395,24,304,71,51,61,76,33,50,30,62,72,32,51,47,41,65,66,32,9,31,3,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,1,
6,21,138,52,40,52,47,405,26,300,70,61,60,67,33,47,30,62,67,32,51,47,41,64,66,32,9,31,3,3,3,3,2,3,1,0,1,0,1,1,1,0,1,0,0,
4,20,140,53,26,53,48,359,24,325,74,53,58,61,33,54,31,64,69,33,52,48,42,63,68,33,10,32,2,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,1,
6,21,140,49,39,49,47,390,26,250,62,54,60,52,32,45,30,59,72,32,49,44,40,62,64,32,9,29,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,19,141,48,36,48,46,377,26,227,58,67,65,67,31,50,29,57,68,31,49,42,38,61,63,31,8,29,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,21,142,52,37,52,48,352,25,307,71,50,56,77,33,48,31,63,69,33,51,47,38,59,67,33,10,31,2,3,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,
3,20,140,48,28,48,46,408,27,234,59,68,59,53,31,53,29,57,66,31,49,43,40,60,63,31,8,29,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,21,139,52,32,52,47,408,24,298,70,52,69,55,33,47,30,62,68,32,51,47,41,58,66,32,9,31,3,3,3,2,2,3,1,0,1,0,1,1,1,1,1,0,1,
6,20,141,52,39,52,48,393,25,313,72,64,69,61,33,45,31,63,68,33,51,48,44,62,67,33,10,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
3,21,140,53,29,53,48,438,24,328,75,62,54,52,33,48,31,65,65,33,52,49,41,62,68,33,10,32,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
5,21,140,55,28,55,49,445,25,352,79,53,63,70,34,53,32,68,69,34,53,52,39,58,70,34,11,33,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
4,21,141,48,25,48,46,365,24,229,58,50,50,59,31,52,29,57,68,31,49,43,41,58,63,31,8,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,21,142,49,38,49,47,374,24,261,63,65,66,65,32,50,30,59,69,32,50,44,39,60,65,32,9,30,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
6,18,140,45,29,45,45,364,24,183,50,52,58,76,30,50,28,49,68,30,46,36,38,60,58,30,7,26,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
4,20,139,48,27,48,46,428,26,229,58,52,61,69,31,52,29,57,66,31,49,43,42,60,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,19,140,45,30,45,45,366,24,184,51,66,53,70,30,48,28,50,72,30,46,37,38,59,59,30,7,26,3,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
5,21,140,54,28,54,48,440,27,346,78,54,63,66,34,45,31,67,64,33,53,51,36,63,69,33,10,33,2,3,3,4,3,2,1,0,0,1,0,0,0,0,0,0,0,
4,20,140,52,31,52,47,397,26,303,70,66,52,66,33,51,30,62,71,32,51,47,37,57,66,32,9,31,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
5,22,141,47,26,47,46,357,24,207,55,68,54,65,31,51,29,55,74,31,48,41,42,60,62,31,8,28,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,
5,20,141,49,32,49,47,400,24,255,63,55,60,71,32,49,30,59,73,32,50,44,40,61,64,32,9,30,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,21,139,48,32,48,46,433,25,228,58,68,65,70,31,46,29,57,65,31,49,43,36,58,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,20,138,48,36,48,46,378,24,229,58,50,68,60,31,46,29,57,63,31,49,43,42,57,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,19,141,47,29,47,46,433,23,219,57,58,69,57,31,48,29,56,70,31,48,42,39,61,63,31,8,28,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,140,52,39,52,48,380,25,306,71,70,65,63,33,55,31,63,75,33,51,47,43,59,67,33,10,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
6,19,139,54,32,54,48,367,26,340,77,59,62,54,34,46,31,66,74,33,52,50,40,58,69,33,10,32,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
5,19,139,45,30,45,45,406,24,183,51,58,51,56,30,46,28,49,67,30,46,37,43,61,59,30,7,26,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,20,141,48,32,48,46,387,25,231,58,65,57,54,31,53,29,57,66,31,49,43,44,60,63,31,8,29,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
6,21,140,54,37,54,49,425,26,349,78,69,54,66,34,52,32,68,68,34,53,51,39,61,70,34,11,33,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
5,20,142,52,27,52,48,405,25,305,71,62,58,70,33,54,31,63,70,33,51,47,37,60,67,33,10,31,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,20,140,54,29,54,48,415,25,341,77,66,53,51,34,54,31,66,71,33,52,50,42,61,69,33,10,32,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
2,21,140,49,26,49,47,430,25,243,61,65,56,52,31,52,30,58,71,32,49,43,44,64,64,32,9,29,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,20,141,47,33,47,46,418,25,221,57,67,50,67,31,48,29,56,66,31,48,42,39,60,63,31,8,28,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,21,141,45,29,45,45,369,23,185,51,64,63,62,30,53,28,51,66,30,46,38,40,59,59,30,7,26,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,19,139,49,34,49,47,440,26,246,61,61,68,65,31,48,30,58,71,32,49,44,37,58,64,32,9,29,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,21,138,50,29,50,47,419,24,272,65,53,69,52,32,54,30,60,67,32,50,45,42,60,65,32,9,30,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
5,19,139,49,28,49,47,353,25,258,63,55,52,64,32,49,30,59,66,32,50,44,38,58,65,32,9,30,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,139,52,34,52,48,354,26,311,72,69,67,51,33,50,31,63,69,33,51,47,42,60,67,33,10,31,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,20,140,45,30,45,45,360,25,186,51,57,51,52,30,52,28,51,75,30,46,38,38,61,59,30,7,26,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,22,139,52,26,52,48,435,24,306,71,63,57,56,33,50,31,63,67,33,51,47,40,59,67,33,10,31,2,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
6,20,140,53,32,53,48,429,27,331,75,53,63,75,33,47,31,65,75,33,52,49,38,64,68,33,10,32,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,21,141,46,34,46,46,392,26,196,53,61,64,64,30,47,29,53,71,31,47,40,37,60,61,31,8,27,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,138,52,30,52,47,410,25,298,70,53,65,75,33,46,30,62,68,32,51,47,36,61,66,32,9,31,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,20,141,48,25,48,46,375,24,231,59,57,59,53,31,50,29,57,67,31,49,43,40,62,63,31,8,29,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,21,140,50,27,50,47,356,26,269,65,50,59,66,32,46,30,60,75,32,50,45,40,62,65,32,9,30,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,19,140,47,36,47,46,408,25,220,57,59,59,59,31,45,29,56,75,31,48,42,40,58,63,31,8,28,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,20,142,53,34,53,48,351,24,318,73,56,66,65,33,49,31,64,66,33,51,48,39,65,67,33,10,31,2,3,3,2,3,3,1,0,1,1,1,0,1,0,1,0,1,
4,20,140,54,31,54,48,356,26,339,77,59,61,52,34,52,31,66,74,33,52,50,39,63,69,33,10,32,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
5,21,139,46,28,46,46,387,24,203,54,60,64,79,31,52,29,54,64,31,48,40,40,62,62,31,8,28,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,19,140,53,26,53,48,351,26,321,73,53,56,68,33,48,31,64,63,33,52,48,41,62,67,33,10,32,2,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,1,
4,20,139,46,33,46,46,369,23,200,53,53,52,78,30,53,29,54,70,31,48,40,40,56,61,31,8,28,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,20,141,48,26,48,46,419,26,226,58,50,68,65,31,50,29,57,68,31,49,42,37,61,63,31,8,29,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,21,139,48,26,48,47,402,24,243,60,66,58,67,31,51,30,58,73,32,49,43,42,63,64,32,9,29,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,21,140,50,33,50,47,432,25,277,66,66,53,55,32,53,30,61,69,32,50,45,42,62,65,32,9,30,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
6,20,140,51,27,51,47,366,24,290,68,51,53,67,32,48,30,61,69,32,51,46,41,61,66,32,9,31,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,21,141,52,33,52,48,440,25,315,72,51,54,77,33,51,31,63,73,33,51,48,36,60,67,33,10,31,2,3,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,
3,20,140,52,35,52,48,419,25,307,71,61,66,70,33,52,31,63,74,33,51,47,43,60,67,33,10,31,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
5,19,140,48,37,48,47,351,25,243,60,69,66,60,31,48,30,58,71,32,49,43,36,60,64,32,9,29,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,21,140,51,34,51,47,432,24,282,67,53,68,65,32,46,30,61,68,32,50,46,39,60,65,32,9,30,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,17,140,47,27,47,46,364,25,220,57,65,68,53,31,50,29,56,74,31,48,42,37,58,63,31,8,28,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,21,142,53,32,53,48,441,27,330,75,59,62,73,33,45,31,65,66,33,52,49,38,65,68,33,10,32,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,
6,20,140,49,30,49,47,412,25,258,63,67,67,73,32,53,30,59,69,32,50,44,40,59,65,32,9,30,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,21,138,47,34,47,46,418,25,211,55,58,61,67,31,46,29,55,70,31,48,41,38,58,62,31,8,28,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,21,141,48,27,48,47,416,24,242,60,58,54,62,31,52,30,58,67,32,49,43,40,63,64,32,9,29,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,20,139,52,36,52,47,420,24,301,70,70,64,69,33,46,30,62,60,32,51,47,38,56,66,32,9,31,2,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
3,20,139,52,26,52,47,355,24,297,70,53,67,54,33,47,30,62,73,32,51,47,41,65,66,32,9,31,4,3,3,2,3,2,1,0,1,0,1,0,1,0,0,0,1,
5,19,139,53,33,53,48,436,26,327,74,62,67,55,33,52,31,64,71,33,52,49,41,59,68,33,10,32,2,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
6,20,139,54,27,54,49,359,25,350,78,57,66,56,34,52,32,68,75,34,53,51,39,60,70,34,11,33,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
5,20,140,53,33,53,48,407,24,318,73,58,54,65,33,47,31,64,75,33,51,48,36,59,67,33,10,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
2,21,140,54,26,54,48,399,26,343,77,50,60,69,34,48,31,67,68,33,53,50,43,59,69,33,10,33,2,3,3,4,4,1,1,0,0,1,0,0,0,0,0,0,0,
4,20,140,50,29,50,47,356,25,266,64,67,51,71,32,53,30,60,71,32,50,45,41,59,65,32,9,30,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,20,141,45,37,45,45,381,25,183,51,61,65,66,30,51,28,50,67,30,46,37,39,58,59,30,7,26,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,19,141,53,37,53,48,419,25,321,73,57,54,65,33,45,31,64,74,33,52,48,39,61,67,33,10,32,3,3,3,2,4,3,1,0,0,0,0,0,0,0,0,0,1,
4,21,139,53,26,53,48,400,23,329,75,63,57,79,33,54,31,65,61,33,52,49,39,62,68,33,10,32,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
4,20,138,54,34,54,49,406,26,349,78,58,55,68,34,50,32,68,70,34,53,51,37,57,70,34,11,33,2,3,3,4,4,2,1,0,0,1,0,0,0,0,0,0,0,
5,19,140,54,37,54,48,407,25,343,77,65,68,59,34,46,31,67,70,33,53,50,40,57,69,33,10,33,2,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
4,19,139,52,29,52,48,433,27,315,72,67,70,71,33,46,31,63,73,33,51,48,40,59,67,33,10,31,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,
2,20,140,52,30,52,48,420,24,305,71,67,62,70,33,46,31,63,66,33,51,47,40,63,67,33,10,31,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
3,21,138,49,34,49,47,432,27,254,62,61,66,58,32,50,30,59,75,32,50,44,40,60,64,32,9,30,3,2,2,3,3,2,1,0,1,1,1,1,1,0,1,0,1,
2,18,141,50,35,50,47,362,24,270,65,60,68,79,32,48,30,60,76,32,50,45,41,60,65,32,9,30,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,
5,20,141,46,33,46,46,416,25,201,53,58,56,63,30,52,29,54,73,31,48,40,43,61,61,31,8,28,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
6,23,139,46,33,46,46,359,26,202,54,65,62,69,30,48,29,54,68,31,48,40,41,62,62,31,8,28,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,19,139,48,39,48,46,439,26,229,58,64,51,56,31,46,29,57,65,31,49,43,40,56,63,31,8,29,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,139,46,31,46,46,444,26,206,54,58,70,77,31,49,29,55,69,31,48,41,41,58,62,31,8,28,3,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,19,141,50,40,50,47,424,25,267,64,52,51,59,32,55,30,60,67,32,50,45,38,60,65,32,9,30,3,2,2,3,3,3,1,0,1,1,1,1,1,0,1,0,1,
4,20,140,48,35,48,46,422,24,234,59,54,67,50,31,50,29,57,66,31,49,43,41,61,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,21,140,52,28,52,48,357,25,314,72,57,64,60,33,47,31,63,68,33,51,48,41,60,67,33,10,31,3,3,3,2,4,2,1,0,0,0,0,0,0,0,0,0,1,
3,19,140,53,36,53,48,409,24,329,75,61,51,64,33,47,31,65,70,33,52,49,41,58,68,33,10,32,2,3,3,4,5,1,1,0,0,1,0,0,0,0,0,0,0,
3,22,138,45,36,45,45,438,24,187,51,56,57,80,30,47,28,51,67,30,46,38,39,59,60,30,7,26,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,19,140,48,27,48,47,433,24,241,60,59,66,68,31,47,30,58,73,32,49,43,38,60,64,32,9,29,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,21,138,50,38,50,47,367,26,263,64,60,62,66,32,54,30,60,68,32,50,45,38,59,65,32,9,30,3,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,20,120,45,28,45,44,428,24,181,50,59,63,71,30,53,27,46,66,29,45,34,42,62,57,29,6,25,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,21,121,49,28,49,47,355,26,253,62,67,64,73,32,52,30,59,69,32,50,44,40,61,64,32,9,30,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,120,46,36,46,46,432,24,193,52,69,65,72,30,55,29,53,64,31,47,39,38,61,61,31,8,27,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
2,17,121,48,37,48,47,390,26,238,60,62,68,80,31,50,30,58,70,32,49,43,41,63,64,32,9,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,19,120,45,40,45,45,391,25,186,51,58,57,80,30,46,28,51,68,30,46,38,41,61,60,30,7,26,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,17,120,47,38,47,46,446,25,210,55,67,51,60,31,46,29,55,68,31,48,41,39,59,62,31,8,28,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,21,120,46,39,46,46,434,24,204,54,68,62,76,31,47,29,54,74,31,48,41,40,62,62,31,8,28,4,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
2,19,120,50,34,50,47,352,25,278,66,69,58,58,32,45,30,61,73,32,50,45,39,58,65,32,9,30,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,20,120,46,34,46,46,435,25,206,54,67,69,67,31,47,29,55,76,31,48,41,39,63,62,31,8,28,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,121,45,31,45,45,377,24,187,51,52,50,66,30,50,28,51,72,30,46,38,44,62,60,30,7,26,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,20,119,48,32,48,46,389,26,228,58,68,58,75,31,47,29,57,76,31,49,43,41,60,63,31,8,29,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,20,119,51,34,51,47,445,26,287,68,61,53,69,32,54,30,61,69,32,50,46,37,61,66,32,9,30,2,3,3,4,3,2,1,0,0,1,0,0,0,0,0,0,0,
4,19,119,49,40,49,47,422,24,256,63,67,52,52,32,54,30,59,75,32,50,44,39,57,64,32,9,30,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
